"experiment","file","distribution","rmse_best","l1_best","linf_best","rmse_i","rmse_ii","rmse_iii","rmse_iv","rmse_v","l1_i","l1_ii","l1_iii","l1_iv","l1_v","linf_i","linf_ii","linf_iii","linf_iv","linf_v","rmse_friedman_chisq","rmse_friedman_df","rmse_friedman_p","rmse_kendall_w","rmse_anova_f","rmse_anova_p","l1_friedman_chisq","l1_friedman_df","l1_friedman_p","l1_kendall_w","l1_anova_f","l1_anova_p","linf_friedman_chisq","linf_friedman_df","linf_friedman_p","linf_kendall_w","linf_anova_f","linf_anova_p"
167,"hake_ex167.lst","Negative binomial","(iii)","(iii)","(iii)",NA,0.055,4.8e-05,0.267,0.267,NA,0.089,1.3e-05,0.175,0.089,NA,0.089,1.3e-05,0.175,0.089,57.084,4,NA,NA,NA,NA,49.462,4,NA,NA,NA,NA,49.462,4,NA,NA,NA,NA
168,"hake_ex168.lst","Negative binomial","(ii)","(ii)","(ii)",NA,1.5e-07,1,1,1,NA,1.4e-07,1,0.87,1,NA,1.4e-07,1,0.87,1,61.472,4,NA,NA,NA,NA,65.156,4,NA,NA,NA,NA,65.156,4,NA,NA,NA,NA
169,"hake_ex169.lst","Negative binomial","(iii)","(iii)","(iii)",NA,1,0.00548,0.42145,1,NA,1,0.00587,1,1,NA,1,0.00587,1,1,23.847,4,NA,NA,NA,NA,11.164,4,NA,NA,NA,NA,11.164,4,NA,NA,NA,NA
170,"hake_ex170.lst","Negative binomial","(ii)","(iii)","(iii)",NA,0.14638,0.14638,0.64256,0.52692,NA,0.139,0.072,0.783,0.552,NA,0.139,0.072,0.783,0.552,21.253,4,NA,NA,NA,NA,21.605,4,NA,NA,NA,NA,21.605,4,NA,NA,NA,NA
171,"hake_ex171.lst","Negative binomial","(ii)","(ii)","(ii)",NA,7.7e-09,1,1,1,NA,9.1e-09,1,1,1,NA,9.1e-09,1,1,1,65.745,4,NA,NA,NA,NA,67.181,4,NA,NA,NA,NA,67.181,4,NA,NA,NA,NA
172,"hake_ex172.lst","Negative binomial","(iii)","(iii)","(iii)",NA,0.5028,0.0011,0.9253,0.7886,NA,0.2843,0.0023,1,0.8064,NA,0.2843,0.0023,1,0.8064,26.019,4,NA,NA,NA,NA,22.024,4,NA,NA,NA,NA,22.024,4,NA,NA,NA,NA
173,"hake_ex173.lst","Negative binomial","(ii)","(ii)","(ii)",NA,0.0028,0.0278,0.6934,0.3177,NA,0.0025,0.0223,0.5978,0.4994,NA,0.0025,0.0223,0.5978,0.4994,23.207,4,NA,NA,NA,NA,21.753,4,NA,NA,NA,NA,21.753,4,NA,NA,NA,NA
174,"hake_ex174.lst","Negative binomial","(ii)","(ii)","(ii)",NA,8.1e-08,1,1,1,NA,1.4e-07,1,1,1,NA,1.4e-07,1,1,1,55.353,4,NA,NA,NA,NA,54.824,4,NA,NA,NA,NA,54.824,4,NA,NA,NA,NA
175,"hake_ex175.lst","Negative binomial","(iii)","(iii)","(iii)",NA,0.073,4.4e-06,1,1,NA,0.05924,1.5e-06,0.8345,0.8345,NA,0.05924,1.5e-06,0.8345,0.8345,56.524,4,NA,NA,NA,NA,61.265,4,NA,NA,NA,NA,61.265,4,NA,NA,NA,NA
176,"hake_ex176.lst","Negative binomial","(ii)","(ii)","(ii)",NA,0.0015,0.6123,0.4407,0.6123,NA,0.00067,0.88708,0.51834,0.88708,NA,0.00067,0.88708,0.51834,0.88708,28.296,4,NA,NA,NA,NA,27.336,4,NA,NA,NA,NA,27.336,4,NA,NA,NA,NA
177,"hake_ex177.lst","Negative binomial","(ii)","(ii)","(ii)",NA,1.7e-11,0.892,0.892,0.065,NA,1.8e-11,0.882,0.882,0.087,NA,1.8e-11,0.882,0.882,0.087,72.155,4,NA,NA,NA,NA,63.428,4,NA,NA,NA,NA,63.428,4,NA,NA,NA,NA
178,"hake_ex178.lst","Negative binomial","(iii)","(iii)","(iii)",NA,0.0306,0.0095,0.6655,0.9919,NA,0.04195,0.00287,1,1,NA,0.04195,0.00287,1,1,37.52,4,NA,NA,NA,NA,42.601,4,NA,NA,NA,NA,42.601,4,NA,NA,NA,NA
179,"hake_ex179.lst","Negative binomial","(ii)","(ii)","(ii)",NA,0.06543,1,1,1,NA,0.07754,1,1,1,NA,0.07754,1,1,1,20.027,4,NA,NA,NA,NA,20.715,4,NA,NA,NA,NA,20.715,4,NA,NA,NA,NA
180,"hake_ex180.lst","Negative binomial","(ii)","(ii)","(ii)",NA,1.9e-11,0.84,0.4,0.84,NA,4.6e-11,1,1,1,NA,4.6e-11,1,1,1,63.968,4,NA,NA,NA,NA,73.096,4,NA,NA,NA,NA,73.096,4,NA,NA,NA,NA
181,"hake_ex181.lst","Negative binomial","(ii)","(ii)","(ii)",NA,4e-06,0.17879,0.00018,0.03873,NA,3e-06,0.30887,0.00042,0.05981,NA,3e-06,0.30887,0.00042,0.05981,61.093,4,NA,NA,NA,NA,58.335,4,NA,NA,NA,NA,58.335,4,NA,NA,NA,NA
182,"hake_ex182.lst","Negative binomial","(ii)","(ii)","(ii)",NA,1.8e-07,0.0216,0.0015,0.0244,NA,9e-08,0.0494,0.0011,0.0494,NA,9e-08,0.0494,0.0011,0.0494,44.417,4,NA,NA,NA,NA,56.902,4,NA,NA,NA,NA,56.902,4,NA,NA,NA,NA
183,"hake_ex183.lst","Negative binomial","(iii)","(iii)","(iii)",NA,NA,0.236,1,1,NA,NA,0.185,1,1,NA,NA,0.185,1,1,114.6,4,NA,NA,NA,NA,117.14,4,NA,NA,NA,NA,117.14,4,NA,NA,NA,NA
184,"hake_ex184.lst","Negative binomial","(ii)","(ii)","(ii)",NA,0.04608,0.31311,0.31311,0.77888,NA,0.02269,0.28983,0.28983,0.71386,NA,0.02269,0.28983,0.28983,0.71386,30.344,4,NA,NA,NA,NA,37.375,4,NA,NA,NA,NA,37.375,4,NA,NA,NA,NA
185,"hake_ex185.lst","Negative binomial","(ii)","(ii)","(ii)",NA,1.6e-11,0.83,0.83,1,NA,3e-11,1,1,1,NA,3e-11,1,1,1,71.842,4,NA,NA,NA,NA,72.752,4,NA,NA,NA,NA,72.752,4,NA,NA,NA,NA
186,"hake_ex186.lst","Negative binomial","(ii)","(ii)","(ii)",NA,2e-07,1,0.245,0.011,NA,2.4e-07,1,0.275,0.024,NA,2.4e-07,1,0.275,0.024,51.193,4,NA,NA,NA,NA,45.457,4,NA,NA,NA,NA,45.457,4,NA,NA,NA,NA
187,"hake_ex187.lst","Negative binomial","(ii)","(ii)","(ii)",NA,5.6e-05,0.46223,0.0339,0.10454,NA,5.8e-05,0.80049,0.03189,0.00988,NA,5.8e-05,0.80049,0.03189,0.00988,22.62,4,NA,NA,NA,NA,26.833,4,NA,NA,NA,NA,26.833,4,NA,NA,NA,NA
188,"hake_ex188.lst","Negative binomial","(ii)","(ii)","(ii)",NA,4.8e-12,0.015,0.015,0.411,NA,4.6e-12,0.0316,0.0225,0.4609,NA,4.6e-12,0.0316,0.0225,0.4609,88.032,4,NA,NA,NA,NA,94.533,4,NA,NA,NA,NA,94.533,4,NA,NA,NA,NA
189,"hake_ex189.lst","Negative binomial","(ii)","(ii)","(ii)",NA,8.5e-15,1,1,1,NA,1.5e-14,1,1,1,NA,1.5e-14,1,1,1,109.51,4,NA,NA,NA,NA,103.83,4,NA,NA,NA,NA,103.83,4,NA,NA,NA,NA
190,"hake_ex190.lst","Negative binomial","(ii)","(ii)","(ii)",NA,0.15,0.46,1,1,NA,0.03838,1,1,1,NA,0.03838,1,1,1,5.3406,4,NA,NA,NA,NA,5.7867,4,NA,NA,NA,NA,5.7867,4,NA,NA,NA,NA
191,"hake_ex191.lst","Negative binomial","(v)","(v)","(v)",NA,0.36,9.7e-08,2.1e-08,3.3e-09,NA,0.23,5.6e-08,1.8e-08,9e-10,NA,0.23,5.6e-08,1.8e-08,9e-10,45.775,4,NA,NA,NA,NA,46.48,4,NA,NA,NA,NA,46.48,4,NA,NA,NA,NA
192,"hake_ex192.lst","Negative binomial","(ii)","(ii)","(ii)",NA,0.00017,0.3198,1,1,NA,9.6e-05,0.20013,1,1,NA,9.6e-05,0.20013,1,1,33.387,4,NA,NA,NA,NA,36.761,4,NA,NA,NA,NA,36.761,4,NA,NA,NA,NA
193,"hake_ex193.lst","Negative binomial","(iii)","(iii)","(iii)",NA,9e-04,0.00013,0.83906,0.92526,NA,0.00025,6.2e-05,0.4678,0.49068,NA,0.00025,6.2e-05,0.4678,0.49068,45.447,4,NA,NA,NA,NA,50.327,4,NA,NA,NA,NA,50.327,4,NA,NA,NA,NA
194,"hake_ex194.lst","Negative binomial","(iii)","(iii)","(iii)",NA,0.5166,2.7e-06,4e-04,4e-04,NA,0.49316,1.9e-06,0.00088,0.00081,NA,0.49316,1.9e-06,0.00088,0.00081,32.347,4,NA,NA,NA,NA,27.668,4,NA,NA,NA,NA,27.668,4,NA,NA,NA,NA
195,"hake_ex195.lst","Negative binomial","(ii)","(ii)","(ii)",NA,3.3e-05,0.52,0.56,1,NA,2.9e-05,0.39,0.89,1,NA,2.9e-05,0.39,0.89,1,44.926,4,NA,NA,NA,NA,40.419,4,NA,NA,NA,NA,40.419,4,NA,NA,NA,NA
196,"hake_ex196.lst","Negative binomial","(ii)","(ii)","(ii)",NA,0.0038,0.0282,1,1,NA,0.00055,0.01845,1,1,NA,0.00055,0.01845,1,1,22.332,4,NA,NA,NA,NA,27.183,4,NA,NA,NA,NA,27.183,4,NA,NA,NA,NA
197,"hake_ex197.lst","Negative binomial","(iii)","(iii)","(iii)",NA,0.9768,7e-07,0.0017,1.3e-05,NA,1,8.6e-07,3e-04,1.7e-05,NA,1,8.6e-07,3e-04,1.7e-05,38.211,4,NA,NA,NA,NA,40.941,4,NA,NA,NA,NA,40.941,4,NA,NA,NA,NA
198,"hake_ex198.lst","Negative binomial","(ii)","(ii)","(ii)",NA,0.00055,1,1,1,NA,0.00088,1,1,1,NA,0.00088,1,1,1,31.619,4,NA,NA,NA,NA,33.743,4,NA,NA,NA,NA,33.743,4,NA,NA,NA,NA
199,"hake_ex199.lst","Negative binomial","(ii)","(ii)","(ii)",NA,1.7e-09,0.1563,1,1,NA,6.5e-09,0.179,0.868,0.868,NA,6.5e-09,0.179,0.868,0.868,57.605,4,NA,NA,NA,NA,48.456,4,NA,NA,NA,NA,48.456,4,NA,NA,NA,NA
200,"hake_ex200.lst","Negative binomial","(iii)","(iii)","(iii)",NA,0.4228,0.0053,0.0122,0.0122,NA,0.4223,0.0053,0.0228,0.0053,NA,0.4223,0.0053,0.0228,0.0053,30.225,4,NA,NA,NA,NA,28.904,4,NA,NA,NA,NA,28.904,4,NA,NA,NA,NA
201,"hake_ex201.lst","Negative binomial","(ii)","(ii)","(ii)",NA,2e-07,0.853,0.15,0.15,NA,3.5e-07,1,0.245,0.073,NA,3.5e-07,1,0.245,0.073,51.845,4,NA,NA,NA,NA,58.97,4,NA,NA,NA,NA,58.97,4,NA,NA,NA,NA
202,"hake_ex202.lst","Negative binomial","(ii)","(ii)","(ii)",NA,0.00252,0.27918,0.26254,0.27918,NA,0.0028,0.25093,0.45582,0.45582,NA,0.0028,0.25093,0.45582,0.45582,43.92,4,NA,NA,NA,NA,51.401,4,NA,NA,NA,NA,51.401,4,NA,NA,NA,NA
203,"hake_ex203.lst","Negative binomial","(ii)","(ii)","(ii)",NA,0.013,0.502,1,0.901,NA,0.0095,0.3786,1,0.8019,NA,0.0095,0.3786,1,0.8019,53.653,4,NA,NA,NA,NA,51.27,4,NA,NA,NA,NA,51.27,4,NA,NA,NA,NA
204,"hake_ex204.lst","Negative binomial","(ii)","(ii)","(ii)",NA,4.6e-13,0.976,1,0.976,NA,3.1e-13,0.767,0.904,0.767,NA,3.1e-13,0.767,0.904,0.767,96.958,4,NA,NA,NA,NA,104.02,4,NA,NA,NA,NA,104.02,4,NA,NA,NA,NA
205,"hake_ex205.lst","Negative binomial","(ii)","(ii)","(ii)",NA,0.00025,1,0.02206,0.07345,NA,0.00021,0.90574,0.03825,0.01284,NA,0.00021,0.90574,0.03825,0.01284,20.832,4,NA,NA,NA,NA,22.276,4,NA,NA,NA,NA,22.276,4,NA,NA,NA,NA
206,"hake_ex206.lst","Negative binomial","(ii)","(ii)","(ii)",NA,3.2e-05,0.14961,0.04682,0.00054,NA,4.3e-05,0.2037,0.1348,0.0021,NA,4.3e-05,0.2037,0.1348,0.0021,88.611,4,NA,NA,NA,NA,92.032,4,NA,NA,NA,NA,92.032,4,NA,NA,NA,NA
207,"hake_ex207.lst","Negative binomial","(ii)","(ii)","(ii)",NA,7.1e-15,1,1,0.84,NA,1.5e-14,0.84,0.909,0.84,NA,1.5e-14,0.84,0.909,0.84,95.874,4,NA,NA,NA,NA,91.098,4,NA,NA,NA,NA,91.098,4,NA,NA,NA,NA
208,"hake_ex208.lst","Negative binomial","(ii)","(ii)","(ii)",NA,9.9e-07,1,1,1,NA,3.5e-07,1,1,1,NA,3.5e-07,1,1,1,25.728,4,NA,NA,NA,NA,34.288,4,NA,NA,NA,NA,34.288,4,NA,NA,NA,NA
209,"hake_ex209.lst","Negative binomial","(ii)","(ii)","(ii)",NA,3.7e-06,0.96,0.96,0.92,NA,4.2e-06,1,1,1,NA,4.2e-06,1,1,1,30.912,4,NA,NA,NA,NA,33.219,4,NA,NA,NA,NA,33.219,4,NA,NA,NA,NA
210,"hake_ex210.lst","Negative binomial","(ii)","(ii)","(ii)",NA,3.9e-12,0.87513,1,1,NA,1.2e-11,0.5108,1,0.8989,NA,1.2e-11,0.5108,1,0.8989,75.188,4,NA,NA,NA,NA,70.941,4,NA,NA,NA,NA,70.941,4,NA,NA,NA,NA
211,"hake_ex211.lst","Negative binomial","(ii)","(ii)","(ii)",NA,5.3e-07,0.771,0.116,0.262,NA,3.4e-07,1,0.24,0.56,NA,3.4e-07,1,0.24,0.56,36.701,4,NA,NA,NA,NA,40.766,4,NA,NA,NA,NA,40.766,4,NA,NA,NA,NA
212,"hake_ex212.lst","Negative binomial","(ii)","(ii)","(ii)",NA,2.9e-09,0.0046,0.0996,0.2337,NA,6.7e-09,0.0068,0.0796,0.2821,NA,6.7e-09,0.0068,0.0796,0.2821,67.935,4,NA,NA,NA,NA,65.137,4,NA,NA,NA,NA,65.137,4,NA,NA,NA,NA
213,"hake_ex213.lst","Negative binomial","(ii)","(ii)","(ii)",NA,1.6e-13,0.926,1,0.083,NA,1.1e-13,0.474,0.614,0.026,NA,1.1e-13,0.474,0.614,0.026,89.234,4,NA,NA,NA,NA,93.581,4,NA,NA,NA,NA,93.581,4,NA,NA,NA,NA
214,"hake_ex214.lst","Negative binomial","(ii)","(ii)","(ii)",NA,2.7e-06,1,1,1,NA,1.2e-06,1,1,1,NA,1.2e-06,1,1,1,18.747,4,NA,NA,NA,NA,20.555,4,NA,NA,NA,NA,20.555,4,NA,NA,NA,NA
215,"hake_ex215.lst","Negative binomial","(iii)","(iii)","(iii)",NA,NA,0.085,0.085,1,NA,NA,0.112,0.112,1,NA,NA,0.112,0.112,1,97.028,4,NA,NA,NA,NA,95.612,4,NA,NA,NA,NA,95.612,4,NA,NA,NA,NA
216,"hake_ex216.lst","Negative binomial","(ii)","(ii)","(ii)",NA,4.9e-13,1,0.577,1,NA,1.9e-12,1,1,1,NA,1.9e-12,1,1,1,72.308,4,NA,NA,NA,NA,76.628,4,NA,NA,NA,NA,76.628,4,NA,NA,NA,NA
217,"hake_ex217.lst","Negative binomial","(iii)","(iii)","(iii)",NA,0.377,1.2e-06,0.0086,0.0049,NA,0.3516,4.9e-07,0.0255,0.0067,NA,0.3516,4.9e-07,0.0255,0.0067,46.776,4,NA,NA,NA,NA,47.018,4,NA,NA,NA,NA,47.018,4,NA,NA,NA,NA
218,"hake_ex218.lst","Negative binomial","(iii)","(iii)","(iii)",NA,0.0023,2e-12,1.1e-11,2.1e-10,NA,0.0026,5.1e-13,1.7e-11,8.7e-10,NA,0.0026,5.1e-13,1.7e-11,8.7e-10,66.93,4,NA,NA,NA,NA,68.079,4,NA,NA,NA,NA,68.079,4,NA,NA,NA,NA
219,"hake_ex219.lst","Negative binomial","(ii)","(ii)","(ii)",NA,1.7e-05,1,1,1,NA,1.9e-05,1,1,1,NA,1.9e-05,1,1,1,64.458,4,NA,NA,NA,NA,59.532,4,NA,NA,NA,NA,59.532,4,NA,NA,NA,NA
220,"hake_ex220.lst","Negative binomial","(iii)","(iii)","(iii)",NA,1,5.4e-08,0.017,0.013,NA,1,7.6e-08,0.0123,0.0076,NA,1,7.6e-08,0.0123,0.0076,40.184,4,NA,NA,NA,NA,33.084,4,NA,NA,NA,NA,33.084,4,NA,NA,NA,NA
221,"hake_ex221.lst","Negative binomial","(iii)","(iii)","(iii)",NA,0.025,7.4e-11,1.5e-07,1.6e-09,NA,0.019,6.7e-11,7.8e-08,1.8e-09,NA,0.019,6.7e-11,7.8e-08,1.8e-09,66.972,4,NA,NA,NA,NA,69.627,4,NA,NA,NA,NA,69.627,4,NA,NA,NA,NA
222,"hake_ex222.lst","Negative binomial","(ii)","(ii)","(ii)",NA,9.3e-05,0.0128,0.0231,0.1771,NA,7.7e-05,0.0083,0.0433,0.1585,NA,7.7e-05,0.0083,0.0433,0.1585,67.695,4,NA,NA,NA,NA,67.297,4,NA,NA,NA,NA,67.297,4,NA,NA,NA,NA
223,"hake_ex223.lst","Negative binomial","(iii)","(iii)","(iii)",NA,1,0.0288,1,0.4123,NA,1,0.03,1,0.3963,NA,1,0.03,1,0.3963,16.124,4,NA,NA,NA,NA,19.149,4,NA,NA,NA,NA,19.149,4,NA,NA,NA,NA
224,"hake_ex224.lst","Negative binomial","(iii)","(iii)","(iii)",NA,0.017,3.9e-13,7.4e-13,3.9e-13,NA,0.017,4.1e-14,2.4e-13,2.4e-13,NA,0.017,4.1e-14,2.4e-13,2.4e-13,97.305,4,NA,NA,NA,NA,95.792,4,NA,NA,NA,NA,95.792,4,NA,NA,NA,NA
225,"hake_ex225.lst","Negative binomial","(ii)","(ii)","(ii)",NA,7.2e-07,1,1,1,NA,9.6e-07,1,1,1,NA,9.6e-07,1,1,1,81.653,4,NA,NA,NA,NA,83.576,4,NA,NA,NA,NA,83.576,4,NA,NA,NA,NA
226,"hake_ex226.lst","Negative binomial","(ii)","(ii)","(ii)",NA,5.1e-05,0.124,0.741,0.741,NA,5e-05,0.197,0.672,0.672,NA,5e-05,0.197,0.672,0.672,46.301,4,NA,NA,NA,NA,40.948,4,NA,NA,NA,NA,40.948,4,NA,NA,NA,NA
227,"hake_ex227.lst","Negative binomial","(ii)","(ii)","(ii)",NA,0.0012,0.0568,0.4048,0.1123,NA,0.0015,0.0395,0.215,0.215,NA,0.0015,0.0395,0.215,0.215,55.559,4,NA,NA,NA,NA,61.697,4,NA,NA,NA,NA,61.697,4,NA,NA,NA,NA
228,"hake_ex228.lst","Negative binomial","(iii)","(iii)","(iii)",NA,NA,0.26696,1,0.87417,NA,NA,0.2056,0.8804,0.4011,NA,NA,0.2056,0.8804,0.4011,166.42,4,NA,NA,NA,NA,165.81,4,NA,NA,NA,NA,165.81,4,NA,NA,NA,NA
229,"hake_ex229.lst","Negative binomial","(ii)","(ii)","(ii)",NA,0.00019,1,0.74618,1,NA,0.00021,1,0.87513,1,NA,0.00021,1,0.87513,1,49.35,4,NA,NA,NA,NA,41.152,4,NA,NA,NA,NA,41.152,4,NA,NA,NA,NA
230,"hake_ex230.lst","Negative binomial","(ii)","(ii)","(ii)",NA,0.0059,1,1,1,NA,0.0059,0.9559,0.9559,1,NA,0.0059,0.9559,0.9559,1,36.887,4,NA,NA,NA,NA,36.33,4,NA,NA,NA,NA,36.33,4,NA,NA,NA,NA
231,"hake_ex231.lst","Negative binomial","(ii)","(ii)","(ii)",NA,1.4e-13,0.281,1,1,NA,2.7e-13,0.1554,0.7204,0.7204,NA,2.7e-13,0.1554,0.7204,0.7204,81.748,4,NA,NA,NA,NA,82.456,4,NA,NA,NA,NA,82.456,4,NA,NA,NA,NA
232,"hake_ex232.lst","Negative binomial","(ii)","(ii)","(ii)",NA,8.4e-08,0.39,0.27,0.12,NA,2.1e-07,0.23,0.14,0.14,NA,2.1e-07,0.23,0.14,0.14,53.908,4,NA,NA,NA,NA,54.177,4,NA,NA,NA,NA,54.177,4,NA,NA,NA,NA
233,"hake_ex233.lst","Negative binomial","(v)","(v)","(v)",NA,0.31,0.0023,0.0019,9.4e-05,NA,0.3016,0.0016,0.0016,8.8e-05,NA,0.3016,0.0016,0.0016,8.8e-05,54.935,4,NA,NA,NA,NA,56.182,4,NA,NA,NA,NA,56.182,4,NA,NA,NA,NA
234,"hake_ex234.lst","Negative binomial","(v)","(v)","(v)",NA,NA,0.8314,0.8314,0.0045,NA,NA,1,1,0.0095,NA,NA,1,1,0.0095,137.05,4,NA,NA,NA,NA,146.24,4,NA,NA,NA,NA,146.24,4,NA,NA,NA,NA
235,"hake_ex235.lst","Negative binomial","(ii)","(ii)","(ii)",NA,1.9e-08,2e-04,0.0443,0.2278,NA,1.4e-08,0.00022,0.01085,0.15695,NA,1.4e-08,0.00022,0.01085,0.15695,51.278,4,NA,NA,NA,NA,55.53,4,NA,NA,NA,NA,55.53,4,NA,NA,NA,NA
236,"hake_ex236.lst","Negative binomial","(ii)","(ii)","(ii)",NA,1.3e-07,0.78,1,1,NA,7.1e-08,0.72,0.78,0.8,NA,7.1e-08,0.72,0.78,0.8,64.39,4,NA,NA,NA,NA,64.732,4,NA,NA,NA,NA,64.732,4,NA,NA,NA,NA
237,"hake_ex237.lst","Negative binomial","(iii)","(ii)","(ii)",NA,NA,1,1,1,NA,2.1e-15,1,1,1,NA,2.1e-15,1,1,1,108.61,4,NA,NA,NA,NA,108.19,4,NA,NA,NA,NA,108.19,4,NA,NA,NA,NA
238,"hake_ex238.lst","Negative binomial","(ii)","(ii)","(ii)",NA,4.8e-06,0.0516,0.8451,0.7645,NA,3.8e-06,0.0271,0.8352,0.2351,NA,3.8e-06,0.0271,0.8352,0.2351,10.048,4,NA,NA,NA,NA,10.255,4,NA,NA,NA,NA,10.255,4,NA,NA,NA,NA
239,"hake_ex239.lst","Negative binomial","(ii)","(ii)","(ii)",NA,1.1e-13,0.416,0.416,1,NA,1.4e-13,0.48,0.44,0.8,NA,1.4e-13,0.48,0.44,0.8,84.943,4,NA,NA,NA,NA,83.013,4,NA,NA,NA,NA,83.013,4,NA,NA,NA,NA
240,"hake_ex240.lst","Negative binomial","(v)","(ii)","(ii)",NA,NA,0.867,0.867,0.261,NA,1.1e-15,0.4415,0.7913,0.2227,NA,1.1e-15,0.4415,0.7913,0.2227,103.51,4,NA,NA,NA,NA,102.83,4,NA,NA,NA,NA,102.83,4,NA,NA,NA,NA
241,"hake_ex241.lst","Negative binomial","(ii)","(ii)","(ii)",NA,2.8e-06,6.8e-05,0.003,0.8136,NA,2.2e-06,0.00038,0.01315,0.75336,NA,2.2e-06,0.00038,0.01315,0.75336,40.63,4,NA,NA,NA,NA,37.331,4,NA,NA,NA,NA,37.331,4,NA,NA,NA,NA
242,"hake_ex242.lst","Negative binomial","(ii)","(ii)","(ii)",NA,5.9e-10,0.17,0.17,0.71,NA,1e-09,0.23,0.16,0.68,NA,1e-09,0.23,0.16,0.68,53.217,4,NA,NA,NA,NA,53.491,4,NA,NA,NA,NA,53.491,4,NA,NA,NA,NA
243,"hake_ex243.lst","Negative binomial","(ii)","(ii)","(ii)",NA,3.2e-16,0.2828,1,1,NA,2e-15,0.09328,1,1,NA,2e-15,0.09328,1,1,111.22,4,NA,NA,NA,NA,108.48,4,NA,NA,NA,NA,108.48,4,NA,NA,NA,NA
