"GEN","Nsamp","rep","theta","nll_cond","theta_hat","hit_upper"
"MN",250,1,5541.0203300095,520.794788914267,3550.15220122674,FALSE
"MN",250,1,10000,520.794712225907,3550.15220122674,FALSE
"DMpure",250,1,1e-06,559.426505299201,10000,TRUE
"DMpure",250,1,1.80472176682717e-06,557.065296519012,10000,TRUE
"DMpure",250,1,3.25702065565979e-06,554.704423063917,10000,TRUE
"DMpure",250,1,5.87801607227492e-06,552.344154306939,10000,TRUE
"DMpure",250,1,1.06081835513945e-05,549.984975332437,10000,TRUE
"DMpure",250,1,1.91448197616996e-05,547.627758146426,10000,TRUE
"DMpure",250,1,3.45510729459222e-05,545.274065360359,10000,TRUE
"DMpure",250,1,6.23550734127392e-05,542.926681282558,10000,TRUE
"DMpure",250,1,0.000112533558260077,540.590516821295,10000,TRUE
"DMpure",250,1,0.000203091762090474,538.274077707588,10000,TRUE
"DMpure",250,1,0.000366524123707963,535.991629056588,10000,TRUE
"DMpure",250,1,0.000661474064123015,533.765783837645,10000,TRUE
"DMpure",250,1,0.00119377664171444,531.629070177168,10000,TRUE
"DMpure",250,1,0.00215443469003188,529.621139211919,10000,TRUE
"DMpure",250,1,0.00388815518030809,527.778064054411,10000,TRUE
"DMpure",250,1,0.00701703828670383,526.116295803105,10000,TRUE
"DMpure",250,1,0.012663801734674,524.623620418447,10000,TRUE
"DMpure",250,1,0.0228546386413499,523.267448111424,10000,TRUE
"DMpure",250,1,0.0412462638290135,522.014130450972,10000,TRUE
"DMpure",250,1,0.0744380301325169,520.844281312049,10000,TRUE
"DMpure",250,1,0.13433993325989,519.758190241673,10000,TRUE
"DMpure",250,1,0.242446201708233,518.774634192597,10000,TRUE
"DMpure",250,1,0.437547937507418,517.924743452204,10000,TRUE
"DMpure",250,1,0.789652286849972,517.238963207095,10000,TRUE
"DMpure",250,1,1.425102670303,516.729766887514,10000,TRUE
"DMpure",250,1,2.57191380905935,516.382288187413,10000,TRUE
"DMpure",250,1,4.64158883361278,516.161627841529,10000,TRUE
"DMpure",250,1,8.37677640068292,516.028699195434,10000,TRUE
"DMpure",250,1,15.1177507061566,515.951338664321,10000,TRUE
"DMpure",250,1,27.2833337648677,515.907252904086,10000,TRUE
"DMpure",250,1,49.2388263170673,515.882435310912,10000,TRUE
"DMpure",250,1,88.862381627434,515.868561591386,10000,TRUE
"DMpure",250,1,160.371874375133,515.860836149703,10000,TRUE
"DMpure",250,1,289.426612471675,515.856543726084,10000,TRUE
"DMpure",250,1,522.334507426684,515.854161667288,10000,TRUE
"DMpure",250,1,942.668455117885,515.852840651001,10000,TRUE
"DMpure",250,1,1701.25427985259,515.852108328603,10000,TRUE
"DMpure",250,1,3070.29062975785,515.851702449145,10000,TRUE
"DMpure",250,1,5541.0203300095,515.851477510761,10000,TRUE
"DMpure",250,1,10000,515.851352870464,10000,TRUE
"DMstrong",250,1,1e-06,510.582997981837,0.0390723099340687,FALSE
"DMstrong",250,1,1.80472176682717e-06,508.221843621356,0.0390723099340687,FALSE
"DMstrong",250,1,3.25702065565979e-06,505.861068373424,0.0390723099340687,FALSE
"DMstrong",250,1,5.87801607227492e-06,503.500976835908,0.0390723099340687,FALSE
"DMstrong",250,1,1.06081835513945e-05,501.142117637454,0.0390723099340687,FALSE
"DMstrong",250,1,1.91448197616996e-05,498.785477376969,0.0390723099340687,FALSE
"DMstrong",250,1,3.45510729459222e-05,496.432825192807,0.0390723099340687,FALSE
"DMstrong",250,1,6.23550734127392e-05,494.087317209386,0.0390723099340687,FALSE
"DMstrong",250,1,0.000112533558260077,491.754532455816,0.0390723099340687,FALSE
"DMstrong",250,1,0.000203091762090474,489.444173274601,0.0390723099340687,FALSE
"DMstrong",250,1,0.000366524123707963,487.17263615279,0.0390723099340687,FALSE
"DMstrong",250,1,0.000661474064123015,484.966297708312,0.0390723099340687,FALSE
"DMstrong",250,1,0.00119377664171444,482.864252964208,0.0390723099340687,FALSE
"DMstrong",250,1,0.00215443469003188,480.917468176172,0.0390723099340687,FALSE
"DMstrong",250,1,0.00388815518030809,479.181415234579,0.0390723099340687,FALSE
"DMstrong",250,1,0.00701703828670383,477.706171994742,0.0390723099340687,FALSE
"DMstrong",250,1,0.012663801734674,476.538851401361,0.0390723099340687,FALSE
